"","Status","student_id","Last_names","First_names","Grade_lv","Academy","PAT","IEP","ELL","ETH","INT","student_email","contact","A","B","C","D","total","F","Attend","credits","teacher_period1","class_period1","grade_period1","percent_period1","teacher_period2","class_period2","grade_period2","percent_period2","teacher_period3","class_period3","grade_period3","percent_period3","teacher_period4","class_period4","grade_period4","percent_period4","teacher_period5","class_period5","grade_period5","percent_period5","teacher_period6","class_period6","grade_period6","percent_period6","teacher_period7","class_period7","grade_period7","percent_period7","teacher_period8","class_period8","grade_period8","percent_period8"
"0","In-Person",1441,"_1441","Student",9,"academy_1","teacher_32",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"96.3%",13,"teacher_22","English 2","A",100,"teacher_51","Auto Shop","B",85,"teacher_26","American History","D",66,"teacher_84","Economics","B",84,"teacher_81","Programming","A",93,"teacher_55","Environmental Science","B",86,"teacher_95","Auto-Cad","D",63,"teacher_48","Algebra 2","B",87
"0","In-Person",1442,"_1442","Student",12,"academy_6","teacher_77","Yes","No Services","U",0,"email","parent",0,0,0,0,0,0,"78.8%",19,"teacher_24","World History","B",83,"teacher_1","Statistics","A",92,"teacher_25","Physics","D",64,"teacher_24","Trigonometry","B",89,"teacher_15","Wood shop","D",67,"teacher_32","Geography","A",94,"teacher_28","Weight lifting","C",79,"teacher_18","Painting","B",82
"0","In-Person",1443,"_1443","Student",10,"academy_6","teacher_14",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"85.9%",9,"teacher_26","American History","A",93,"teacher_78","Personal finance","B",87,"teacher_77","English 1","B",89,"teacher_84","Economics","A",97,"teacher_22","English 2","A",95,"teacher_96","Theatre Craft","B",88,"teacher_40","Biology","D",66,"teacher_48","Algebra 2","C",73
"0","In-Person",1444,"_1444","Student",10,"academy_1","teacher_21",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"94.7%",19,"teacher_84","Economics","B",83,"teacher_81","Programming","A",90,"teacher_22","English 2","B",86,"teacher_47","Geometry","B",83,"teacher_77","English 1","A",100,"teacher_59","Pre-Calc","C",75,"teacher_68","Algebra 1","A",90,"teacher_62","Speech","A",99
"0","In-Person",1445,"_1445","Student",9,"academy_4","teacher_65",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"90.8%",19,"teacher_63","Sports","A",96,"teacher_84","Economics","D",60,"teacher_28","Weight lifting","B",81,"teacher_64","Geology","A",90,"teacher_45","Sculpting","C",75,"teacher_63","English 3","B",82,"teacher_95","Auto-Cad","F",42,"teacher_39","Culinary Arts","B",83
"0","In-Person",1446,"_1446","Student",9,"academy_6","teacher_17",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"97.7%",4,"teacher_39","Culinary Arts","A",92,"teacher_78","Personal finance","A",98,"teacher_81","Programming","B",88,"teacher_59","Pre-Calc","A",98,"teacher_25","Physics","C",74,"teacher_45","Sculpting","C",79,"teacher_62","Speech","A",96,"teacher_28","Weight lifting","A",93
"0","In-Person",1447,"_1447","Student",9,"academy_1","teacher_65",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"99%",24,"teacher_51","Auto Shop","F",41,"teacher_59","Pre-Calc","A",91,"teacher_22","English 2","F",30,"teacher_30","Chemistry","F",53,"teacher_1","Statistics","C",75,"teacher_31","Genetics","B",81,"teacher_40","Biology","A",91,"teacher_87","Calculus","A",96
"0","In-Person",1448,"_1448","Student",10,"academy_1","teacher_31",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"95.5%",11,"teacher_48","Algebra 2","F",57,"teacher_84","Economics","A",91,"teacher_62","Speech","B",82,"teacher_31","Genetics","A",94,"teacher_63","English 3","C",74,"teacher_38","Forensics","B",83,"teacher_12","acting","B",87,"teacher_1","Statistics","B",87
"0","In-Person",1449,"_1449","Student",9,"academy_1","teacher_14",NA,"Post Service","H",0,"email","parent",0,0,0,0,0,0,"96.1%",22,"teacher_25","Physics","F",42,"teacher_15","Wood shop","A",96,"teacher_77","English 1","A",98,"teacher_32","Geography","F",52,"teacher_79","Engineering","A",95,"teacher_22","English 2","A",93,"teacher_81","Metal Shop","A",97,"teacher_18","Painting","C",76
"0","In-Person",1450,"_1450","Student",9,"academy_6","teacher_78","Yes","Monitoring","W",0,"email","parent",0,0,0,0,0,0,"37.2%",20,"teacher_24","World History","A",92,"teacher_32","Geography","C",72,"teacher_31","Genetics","B",82,"teacher_24","Trigonometry","A",96,"teacher_38","Forensics","A",91,"teacher_81","Metal Shop","B",84,"teacher_68","Algebra 1","C",72,"teacher_40","Biology","A",97
"0","In-Person",1451,"_1451","Student",11,"academy_1","teacher_8",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"80.3%",15,"teacher_62","Speech","A",97,"teacher_1","Statistics","B",82,"teacher_32","Geography","B",83,"teacher_15","Wood shop","B",85,"teacher_22","English 2","F",42,"teacher_24","Trigonometry","C",76,"teacher_45","Sculpting","A",90,"teacher_59","Pre-Calc","A",98
"0","In-Person",1452,"_1452","Student",12,"academy_4","teacher_44",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"98.3%",6,"teacher_38","Forensics","B",89,"teacher_31","Genetics","C",79,"teacher_25","Physics","C",78,"teacher_24","Trigonometry","B",89,"teacher_59","Home Economics","F",57,"teacher_12","acting","D",60,"teacher_62","Speech","D",63,"teacher_51","Auto Shop","B",89
"0","In-Person",1453,"_1453","Student",10,"academy_1","teacher_39",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"89.2%",9,"teacher_28","Weight lifting","F",54,"teacher_41","PE","C",73,"teacher_55","Environmental Science","C",70,"teacher_45","Sculpting","B",82,"teacher_1","Statistics","A",93,"teacher_31","Genetics","B",88,"teacher_51","Auto Shop","B",85,"teacher_38","Forensics","D",67
"0","In-Person",1454,"_1454","Student",12,"academy_1","teacher_18",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"83.8%",7,"teacher_59","Home Economics","A",96,"teacher_62","Speech","B",86,"teacher_55","Environmental Science","B",87,"teacher_32","Geography","B",82,"teacher_18","Painting","A",92,"teacher_48","Algebra 2","A",90,"teacher_47","Geometry","A",97,"teacher_63","English 3","B",82
"0","In-Person",1455,"_1455","Student",9,"academy_4","teacher_17",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"90.3%",9,"teacher_26","American History","B",85,"teacher_40","Biology","B",84,"teacher_55","Environmental Science","B",87,"teacher_22","English 2","A",98,"teacher_32","Geography","F",49,"teacher_15","Wood shop","B",87,"teacher_63","English 3","A",95,"teacher_1","Statistics","F",54
"0","In-Person",1456,"_1456","Student",11,"academy_2","teacher_48",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"98.8%",24,"teacher_78","Personal finance","A",95,"teacher_41","PE","B",80,"teacher_31","Genetics","C",77,"teacher_81","Metal Shop","B",87,"teacher_63","Sports","F",59,"teacher_15","Wood shop","A",98,"teacher_83","Run/Ski","B",89,"teacher_28","Weight lifting","C",79
"0","In-Person",1457,"_1457","Student",9,"academy_3","teacher_50",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"82.5%",2,"teacher_12","acting","C",76,"teacher_81","Metal Shop","B",82,"teacher_38","Forensics","B",86,"teacher_79","Engineering","C",79,"teacher_24","World History","B",81,"teacher_40","Biology","B",82,"teacher_78","Personal finance","C",77,"teacher_96","Theatre Craft","B",89
"0","In-Person",1458,"_1458","Student",10,"academy_3","teacher_36",NA,"Monitoring","M",0,"email","parent",0,0,0,0,0,0,"76.6%",14,"teacher_22","English 2","F",24,"teacher_68","Algebra 1","B",88,"teacher_40","Biology","B",82,"teacher_41","PE","A",92,"teacher_24","Drawing","B",81,"teacher_45","Sculpting","F",44,"teacher_36","English 4","C",73,"teacher_26","American History","D",65
"0","In-Person",1459,"_1459","Student",9,"academy_2","teacher_33",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"96.7%",15,"teacher_15","Wood shop","C",71,"teacher_63","Sports","A",99,"teacher_84","Economics","B",89,"teacher_40","Biology","C",74,"teacher_51","Auto Shop","B",87,"teacher_28","Weight lifting","B",87,"teacher_24","World History","A",92,"teacher_55","Environmental Science","A",90
"0","In-Person",1460,"_1460","Student",12,"academy_1","teacher_3",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"97.2%",1,"teacher_36","English 4","D",63,"teacher_79","Engineering","B",82,"teacher_28","Weight lifting","A",91,"teacher_87","Calculus","A",96,"teacher_26","American History","F",57,"teacher_77","English 1","A",96,"teacher_18","Painting","A",91,"teacher_78","Personal finance","A",94
"0","In-Person",1461,"_1461","Student",11,"academy_6","teacher_42",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"96.8%",7,"teacher_26","American History","D",69,"teacher_24","Trigonometry","A",92,"teacher_25","Physics","C",70,"teacher_63","Sports","C",74,"teacher_51","Auto Shop","C",76,"teacher_68","Algebra 1","F",42,"teacher_78","Personal finance","B",85,"teacher_95","Auto-Cad","B",88
"0","In-Person",1462,"_1462","Student",12,"academy_5","teacher_1",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"96.7%",14,"teacher_26","American History","C",72,"teacher_55","Environmental Science","C",70,"teacher_81","Programming","C",77,"teacher_30","Chemistry","B",89,"teacher_24","Drawing","D",65,"teacher_24","Trigonometry","A",95,"teacher_48","Algebra 2","A",95,"teacher_45","Sculpting","A",96
"0","In-Person",1463,"_1463","Student",12,"academy_4","teacher_34",NA,"Monitoring","W",0,"email","parent",0,0,0,0,0,0,"91.7%",15,"teacher_84","Economics","F",30,"teacher_64","Geology","C",73,"teacher_25","Physics","C",75,"teacher_45","Sculpting","B",82,"teacher_96","Theatre Craft","D",66,"teacher_87","Calculus","A",91,"teacher_68","Algebra 1","B",83,"teacher_78","Personal finance","D",65
"0","In-Person",1464,"_1464","Student",11,"academy_2","teacher_86",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"76%",6,"teacher_28","Weight lifting","B",83,"teacher_32","Geography","A",90,"teacher_68","Algebra 1","B",81,"teacher_1","Statistics","F",38,"teacher_81","Metal Shop","D",62,"teacher_40","Biology","B",80,"teacher_41","PE","A",94,"teacher_15","Wood shop","F",52
"0","In-Person",1465,"_1465","Student",11,"academy_1","teacher_54",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"96.2%",21,"teacher_55","Environmental Science","B",89,"teacher_78","Personal finance","B",83,"teacher_40","Biology","A",95,"teacher_18","Painting","D",66,"teacher_31","Genetics","B",88,"teacher_25","Physics","B",87,"teacher_87","Calculus","B",87,"teacher_95","Auto-Cad","C",73
"0","In-Person",1466,"_1466","Student",9,"academy_3","teacher_58",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"98.6%",10,"teacher_96","Theatre Craft","F",48,"teacher_26","American History","F",46,"teacher_68","Algebra 1","C",70,"teacher_51","Auto Shop","C",73,"teacher_41","PE","B",80,"teacher_39","Culinary Arts","A",97,"teacher_64","Geology","B",83,"teacher_83","Run/Ski","B",88
"0","In-Person",1467,"_1467","Student",9,"academy_3","teacher_91",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"48.2%",4,"teacher_48","Algebra 2","A",96,"teacher_45","Sculpting","D",68,"teacher_87","Calculus","F",38,"teacher_64","Geology","C",77,"teacher_38","Forensics","A",94,"teacher_30","Chemistry","B",81,"teacher_68","Algebra 1","B",82,"teacher_83","Run/Ski","A",90
"0","In-Person",1468,"_1468","Student",11,"academy_3","teacher_2",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"99.9%",22,"teacher_45","Sculpting","A",90,"teacher_78","Personal finance","B",86,"teacher_59","Pre-Calc","C",74,"teacher_39","Culinary Arts","F",53,"teacher_24","World History","B",87,"teacher_95","Auto-Cad","A",95,"teacher_51","Auto Shop","A",98,"teacher_68","Algebra 1","B",85
"0","In-Person",1469,"_1469","Student",12,"academy_3","teacher_6",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"77.2%",3,"teacher_81","Metal Shop","A",97,"teacher_24","Drawing","A",95,"teacher_59","Pre-Calc","B",87,"teacher_87","Calculus","F",57,"teacher_62","Speech","D",63,"teacher_31","Genetics","F",51,"teacher_48","Algebra 2","D",69,"teacher_63","English 3","B",88
"0","In-Person",1470,"_1470","Student",12,"academy_4","teacher_5",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"64.3%",1,"teacher_48","Algebra 2","A",94,"teacher_77","English 1","A",90,"teacher_28","Weight lifting","A",93,"teacher_18","Painting","C",73,"teacher_22","English 2","A",96,"teacher_1","Statistics","B",83,"teacher_41","PE","D",66,"teacher_51","Auto Shop","D",69
"0","In-Person",1471,"_1471","Student",10,"academy_1","teacher_5",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"98.3%",18,"teacher_64","Geology","B",88,"teacher_18","Painting","A",92,"teacher_31","Genetics","C",75,"teacher_12","acting","A",91,"teacher_81","Programming","B",84,"teacher_77","English 1","A",96,"teacher_41","PE","A",98,"teacher_28","Weight lifting","A",98
"0","In-Person",1472,"_1472","Student",9,"academy_3","teacher_35",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"85.7%",3,"teacher_59","Home Economics","B",87,"teacher_28","Weight lifting","C",73,"teacher_64","Geology","B",88,"teacher_48","Algebra 2","B",84,"teacher_95","Auto-Cad","B",82,"teacher_40","Biology","B",88,"teacher_59","Pre-Calc","B",84,"teacher_81","Metal Shop","A",90
"0","In-Person",1473,"_1473","Student",12,"academy_3","teacher_33",NA,"Monitoring","M",0,"email","parent",0,0,0,0,0,0,"86%",1,"teacher_24","World History","B",83,"teacher_22","English 2","B",82,"teacher_38","Forensics","C",70,"teacher_40","Biology","F",50,"teacher_45","Sculpting","A",90,"teacher_30","Chemistry","C",74,"teacher_64","Geology","C",70,"teacher_78","Personal finance","B",89
"0","In-Person",1474,"_1474","Student",9,"academy_1","teacher_93",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"99.3%",20,"teacher_84","Economics","A",95,"teacher_1","Statistics","B",86,"teacher_25","Physics","B",85,"teacher_59","Pre-Calc","F",43,"teacher_51","Auto Shop","F",57,"teacher_24","Trigonometry","A",91,"teacher_47","Geometry","C",70,"teacher_24","Drawing","D",65
"0","In-Person",1475,"_1475","Student",12,"academy_6","teacher_74",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"82%",24,"teacher_48","Algebra 2","F",52,"teacher_30","Chemistry","B",83,"teacher_95","Auto-Cad","F",57,"teacher_59","Home Economics","B",83,"teacher_96","Theatre Craft","B",87,"teacher_62","Speech","B",89,"teacher_24","World History","C",75,"teacher_63","Sports","F",37
"0","In-Person",1476,"_1476","Student",9,"academy_6","teacher_24","Yes","No Services","H",0,"email","parent",0,0,0,0,0,0,"97.8%",13,"teacher_24","World History","A",93,"teacher_22","English 2","F",59,"teacher_81","Metal Shop","B",82,"teacher_63","English 3","F",48,"teacher_59","Pre-Calc","A",95,"teacher_32","Geography","B",87,"teacher_45","Sculpting","B",89,"teacher_79","Engineering","C",76
"0","In-Person",1477,"_1477","Student",10,"academy_5","teacher_88","Yes","No Services","I",0,"email","parent",0,0,0,0,0,0,"98.6%",2,"teacher_63","Sports","B",84,"teacher_24","Trigonometry","B",82,"teacher_39","Culinary Arts","A",96,"teacher_18","Painting","D",67,"teacher_63","English 3","D",62,"teacher_62","Speech","A",99,"teacher_68","Algebra 1","A",95,"teacher_96","Theatre Craft","A",95
"0","In-Person",1478,"_1478","Student",10,"academy_6","teacher_60",NA,"Post Service","U",0,"email","parent",0,0,0,0,0,0,"94.5%",12,"teacher_26","American History","A",91,"teacher_15","Wood shop","B",89,"teacher_63","Sports","B",84,"teacher_77","English 1","B",81,"teacher_24","Drawing","C",74,"teacher_12","acting","A",96,"teacher_84","Economics","A",92,"teacher_51","Auto Shop","D",63
"0","In-Person",1479,"_1479","Student",9,"academy_1","teacher_78",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"96.4%",10,"teacher_55","Environmental Science","A",91,"teacher_24","Trigonometry","B",86,"teacher_84","Economics","B",86,"teacher_40","Biology","A",90,"teacher_59","Home Economics","A",99,"teacher_81","Metal Shop","A",96,"teacher_87","Calculus","A",91,"teacher_51","Auto Shop","A",99
"0","In-Person",1480,"_1480","Student",10,"academy_3","teacher_28",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"88.1%",16,"teacher_28","Weight lifting","A",94,"teacher_81","Metal Shop","B",82,"teacher_83","Run/Ski","D",69,"teacher_15","Wood shop","A",93,"teacher_95","Auto-Cad","A",95,"teacher_51","Auto Shop","B",86,"teacher_55","Environmental Science","C",74,"teacher_36","English 4","B",81
"0","In-Person",1481,"_1481","Student",11,"academy_6","teacher_68",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"96.6%",7,"teacher_48","Algebra 2","B",88,"teacher_18","Painting","A",93,"teacher_1","Statistics","F",58,"teacher_24","World History","C",73,"teacher_15","Wood shop","C",72,"teacher_81","Metal Shop","F",45,"teacher_95","Auto-Cad","F",51,"teacher_84","Economics","C",70
"0","In-Person",1482,"_1482","Student",9,"academy_5","teacher_96",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"91.2%",14,"teacher_36","English 4","B",84,"teacher_51","Auto Shop","B",88,"teacher_83","Run/Ski","F",53,"teacher_48","Algebra 2","A",96,"teacher_38","Forensics","C",77,"teacher_78","Personal finance","C",76,"teacher_24","Trigonometry","B",83,"teacher_30","Chemistry","A",94
"0","In-Person",1483,"_1483","Student",12,"academy_6","teacher_83",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"95%",6,"teacher_40","Biology","C",74,"teacher_68","Algebra 1","B",87,"teacher_39","Culinary Arts","B",87,"teacher_96","Theatre Craft","A",93,"teacher_87","Calculus","B",89,"teacher_62","Speech","B",88,"teacher_41","PE","C",74,"teacher_47","Geometry","B",81
"0","In-Person",1484,"_1484","Student",12,"academy_2","teacher_96",NA,"Monitoring","P",0,"email","parent",0,0,0,0,0,0,"94.6%",2,"teacher_36","English 4","B",82,"teacher_22","English 2","C",70,"teacher_81","Metal Shop","C",78,"teacher_32","Geography","A",95,"teacher_1","Statistics","A",98,"teacher_39","Culinary Arts","A",90,"teacher_63","Sports","B",88,"teacher_63","English 3","B",89
"0","In-Person",1485,"_1485","Student",12,"academy_6","teacher_85",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"94.1%",19,"teacher_81","Programming","A",97,"teacher_77","English 1","D",66,"teacher_63","English 3","B",81,"teacher_39","Culinary Arts","B",81,"teacher_84","Economics","B",81,"teacher_24","World History","B",88,"teacher_22","English 2","D",68,"teacher_95","Auto-Cad","A",92
"0","In-Person",1486,"_1486","Student",11,"academy_1","teacher_10",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"82.5%",14,"teacher_47","Geometry","A",99,"teacher_28","Weight lifting","A",91,"teacher_24","Trigonometry","A",91,"teacher_55","Environmental Science","F",9,"teacher_59","Pre-Calc","B",85,"teacher_1","Statistics","B",89,"teacher_32","Geography","A",93,"teacher_64","Geology","A",97
"0","In-Person",1487,"_1487","Student",10,"academy_4","teacher_6",NA,"Active Service","P",0,"email","parent",0,0,0,0,0,0,"98.1%",14,"teacher_39","Culinary Arts","B",87,"teacher_63","English 3","C",76,"teacher_41","PE","C",70,"teacher_28","Weight lifting","A",99,"teacher_96","Theatre Craft","A",97,"teacher_32","Geography","D",64,"teacher_48","Algebra 2","C",74,"teacher_18","Painting","A",90
"0","In-Person",1488,"_1488","Student",12,"academy_1","teacher_77",NA,"Monitoring","U",0,"email","parent",0,0,0,0,0,0,"89.4%",20,"teacher_39","Culinary Arts","B",84,"teacher_77","English 1","F",58,"teacher_81","Programming","B",87,"teacher_63","Sports","C",79,"teacher_25","Physics","C",72,"teacher_81","Metal Shop","D",63,"teacher_38","Forensics","F",39,"teacher_1","Statistics","B",85
